Age,FL
5,415
5,426
5,373
5,343
5,377
5,344
5,365
5,392
5,406
5,335
5,357
5,335
5,331
5,411
5,363
5,362
5,382
5,395
5,410
5,349
5,366
5,361
5,349
5,365
5,395
5,356
5,429
5,391
5,365
5,344
5,387
5,384
5,393
5,353
5,437
5,414
5,397
5,400
5,380
5,358
5,397
5,402
5,387
5,432
5,371
5,373
5,403
5,406
5,346
5,393
5,397
5,362
5,424
5,420
5,412
5,407
5,387
5,440
6,423
6,358
6,388
6,457
6,464
6,463
6,410
6,482
6,404
6,475
6,426
6,482
6,407
6,467
6,470
6,445
6,447
6,450
6,436
6,470
6,430
6,463
6,510
6,514
6,505
6,495
6,442
6,504
6,410
6,437
6,417
6,444
6,510
6,506
6,405
6,476
6,454
6,450
6,485
6,461
6,482
6,405
6,472
6,485
6,467
6,520
6,440
6,495
6,440
6,480
6,400
6,456
6,455
6,465
6,487
6,475
6,512
6,440
6,515
6,437
6,514
6,443
6,436
6,461
6,524
6,489
6,490
6,465
6,465
6,430
6,508
6,441
6,440
6,454
6,474
6,430
6,525
6,490
6,435
6,458
6,505
6,476
6,480
6,518
6,490
6,510
6,475
6,490
6,502
6,499
6,487
6,481
6,482
6,476
6,499
6,509
6,523
6,498
6,440
6,455
6,480
6,460
6,488
6,500
6,548
6,366
6,450
6,485
6,467
6,530
6,508
6,457
6,420
6,465
6,480
6,485
6,445
6,465
6,435
6,535
6,459
6,490
6,480
6,509
6,460
6,485
6,435
6,485
6,535
6,500
6,498
6,524
6,390
6,460
6,520
6,486
6,398
6,522
6,351
6,460
6,474
6,470
6,503
6,442
6,485
6,530
6,495
6,455
6,456
6,476
6,443
6,491
6,502
6,488
6,498
6,479
6,516
6,522
6,372
6,470
6,376
6,371
6,408
6,465
6,420
6,395
6,445
6,412
6,418
6,530
6,470
6,451
6,465
6,418
6,475
6,395
6,484
6,508
6,488
6,476
6,440
6,514
6,500
6,455
6,495
6,465
6,490
6,475
6,490
6,485
6,445
6,461
6,470
6,501
6,435
6,427
6,478
6,525
6,477
6,472
6,465
6,464
6,510
6,481
6,508
6,485
6,524
6,524
6,526
6,467
6,467
6,472
6,495
6,469
6,410
6,515
6,460
6,440
6,490
6,466
6,455
6,470
6,452
6,450
6,507
6,502
6,440
6,487
6,525
6,465
6,525
6,388
6,454
6,459
6,435
6,510
6,480
6,505
6,473
6,433
6,521
6,485
6,464
6,470
6,425
6,460
6,490
6,421
6,425
6,495
6,454
6,484
6,410
6,430
6,471
6,485
6,431
6,486
6,478
6,513
6,443
6,463
6,474
6,469
6,459
6,410
6,450
6,455
6,450
6,421
6,453
6,521
6,430
6,428
6,461
6,481
6,432
6,474
6,458
6,453
6,485
6,462
6,492
6,454
6,435
6,441
6,455
6,487
6,432
6,478
6,375
6,458
6,457
6,429
6,480
6,400
6,471
6,421
6,433
6,491
6,425
6,439
6,485
6,479
6,457
6,443
6,420
6,460
6,411
6,468
6,397
6,416
6,475
6,448
6,480
6,454
6,441
6,458
6,442
6,470
6,424
6,436
6,432
6,429
6,473
6,399
6,416
6,428
6,412
6,447
6,400
6,410
6,445
6,455
6,437
6,437
6,458
6,462
6,468
6,448
6,447
6,472
6,425
6,457
6,470
6,422
6,436
6,466
6,459
6,477
6,472
6,434
6,412
6,431
6,485
6,440
6,435
6,455
6,459
6,424
6,439
6,444
6,460
6,470
6,450
6,475
6,413
6,471
6,462
6,450
6,405
6,404
6,444
6,404
6,489
6,444
6,448
6,456
6,467
6,452
6,395
6,440
6,455
6,438
6,421
6,442
6,415
6,442
6,470
6,466
6,472
6,457
6,483
6,465
6,444
6,484
6,509
6,475
6,426
6,435
6,475
6,455
6,420
6,490
6,460
6,470
6,450
6,495
6,440
6,439
6,458
6,462
6,508
6,470
6,462
6,482
6,410
6,440
6,494
6,500
6,430
6,509
6,497
6,464
6,475
6,450
6,500
6,475
6,515
6,495
6,445
6,468
6,415
6,421
6,452
6,467
6,428
6,485
6,500
6,430
6,483
6,430
6,473
6,462
6,450
6,516
6,474
6,440
6,472
6,469
6,497
6,436
6,489
6,475
6,460
6,475
6,445
6,435
6,398
6,452
6,460
6,452
6,435
6,441
6,425
6,485
6,447
6,457
6,442
6,538
6,490
6,533
6,520
6,430
6,436
6,462
6,427
6,481
6,433
6,481
6,441
6,486
6,456
6,480
6,420
6,465
6,458
6,432
6,455
6,415
6,455
6,496
6,489
6,420
6,447
6,454
6,464
6,416
6,445
6,435
6,411
6,426
6,380
6,464
6,443
6,501
6,439
6,432
6,459
6,428
6,424
6,445
6,480
6,454
6,416
6,450
6,436
6,464
6,484
6,510
6,482
6,490
6,484
6,440
6,460
6,467
6,429
6,480
6,430
6,445
6,418
6,440
6,430
6,477
6,434
6,442
6,380
6,411
6,482
6,466
6,474
6,450
6,470
6,425
6,427
6,451
6,435
6,477
6,484
6,481
6,460
6,478
6,445
6,452
6,470
6,468
6,437
6,485
6,457
6,483
6,462
6,435
6,437
6,449
6,424
6,428
6,449
6,472
6,444
6,398
6,401
6,408
6,412
6,441
6,450
6,465
6,450
6,445
6,435
6,487
6,442
6,418
6,469
6,440
6,410
6,473
6,446
6,408
6,463
6,475
6,435
6,444
6,475
6,438
6,467
6,458
6,466
6,431
6,463
6,433
6,440
6,482
6,415
6,450
6,447
6,449
6,483
6,440
6,460
6,475
6,456
6,472
6,458
6,430
6,435
6,506
6,463
6,467
6,502
6,477
6,435
6,456
6,441
6,503
6,476
6,474
6,485
6,451
6,432
6,457
6,483
6,483
6,426
6,456
6,449
6,484
6,492
6,453
6,420
6,450
6,445
6,475
6,495
6,478
6,451
6,495
6,471
6,518
6,485
6,465
6,436
6,487
6,460
6,470
6,493
6,446
6,468
6,441
6,460
6,450
6,458
6,444
6,461
6,430
6,448
6,467
6,467
6,468
6,430
6,438
6,428
6,398
6,466
6,432
6,410
6,481
6,408
6,458
6,406
6,445
6,474
6,444
6,450
6,451
6,414
6,444
6,429
6,398
6,467
6,434
6,467
6,473
6,502
6,435
6,414
6,486
6,434
6,441
6,435
6,419
6,438
6,448
6,381
6,447
6,480
6,451
6,424
6,389
6,464
6,445
6,433
6,437
6,438
6,448
6,436
6,408
6,447
6,435
6,476
6,448
6,396
6,455
6,443
6,458
6,457
6,461
6,426
6,438
6,408
6,383
6,424
6,486
6,431
6,476
6,400
6,428
6,438
6,465
6,432
6,436
6,436
6,409
6,465
6,481
6,435
6,465
6,460
6,495
6,515
6,470
6,470
6,480
6,483
6,430
6,420
6,498
6,453
6,433
6,372
6,480
6,474
6,464
6,466
6,479
6,490
6,412
6,415
6,459
6,436
6,440
6,449
6,423
6,425
6,419
6,470
6,461
6,397
6,441
6,478
6,439
6,418
6,435
6,450
6,461
6,400
6,437
6,435
6,445
6,442
6,440
6,400
6,442
6,440
6,460
6,449
6,457
6,470
6,450
6,434
6,442
6,436
6,475
6,455
6,476
6,496
6,422
6,445
6,458
6,436
6,410
6,386
6,476
6,443
6,449
6,420
6,450
6,465
6,435
6,420
6,444
6,375
6,440
6,415
6,430
6,470
6,485
6,428
6,432
6,438
6,444
6,454
6,460
6,428
6,424
6,461
6,460
6,463
6,437
6,415
6,440
6,454
6,407
6,398
6,382
6,398
6,432
6,390
6,384
6,460
6,456
6,381
6,421
6,400
6,394
6,359
6,424
6,283
6,371
6,391
6,393
6,404
6,394
6,399
6,393
6,440
6,346
6,365
6,380
6,475
6,488
6,367
6,394
6,419
6,496
6,337
6,384
6,407
6,388
6,463
6,402
6,378
6,440
6,410
6,367
6,399
6,360
6,397
6,419
6,371
6,404
6,415
6,390
6,383
6,463
6,393
7,400
7,475
7,477
7,506
7,500
7,465
7,495
7,505
7,442
7,500
7,495
7,515
7,527
7,489
7,467
7,484
7,482
7,438
7,476
7,476
7,424
7,535
7,535
7,491
7,500
7,462
7,500
7,459
7,455
7,505
7,450
7,513
7,505
7,540
7,500
7,485
7,445
7,505
7,529
7,505
7,446
7,537
7,488
7,508
7,459
7,477
7,437
7,490
7,495
7,527
7,502
7,462
7,524
7,540
7,485
7,485
7,430
7,465
7,456
7,410
7,408
7,495
7,475
7,555
7,540
7,491
7,520
7,442
7,479
7,465
7,471
7,406
7,468
7,494
7,468
7,521
7,438
7,481
7,460
7,474
7,443
7,475
7,476
7,464
7,480
7,476
7,484
7,476
7,501
7,455
7,424
7,466
7,491
7,461
7,456
7,485
7,435
7,494
7,503
7,551
7,490
7,461
7,487
7,469
7,507
7,454
7,463
7,495
7,467
7,460
7,440
7,477
7,450
7,431
7,504
7,487
7,451
7,438
7,520
7,480
7,465
7,495
7,460
7,432
7,480
7,493
7,481
7,411
7,449
7,451
7,452
7,445
7,472
7,471
7,419
7,469
7,463
7,465
7,408
7,505
7,455
7,484
7,500
7,436
7,450
7,482
7,478
7,491
7,464
7,412
7,490
7,446
7,460
7,456
7,445
7,495
7,480
7,460
7,475
7,488
7,452
7,444
7,410
7,458
7,460
7,442
7,462
7,480
7,450
7,475
7,428
7,451
8,521
8,510
8,508
8,452
8,520
8,509
8,512
8,455
8,495
8,515
8,498
8,480
8,438
8,339
8,524
8,610
8,410
8,471
8,462
8,485
8,450
8,475
9,550
9,494
9,482
11,510
1,22
1,23
1,24
1,25
1,27
1,27
1,29
1,29
1,30
1,30
1,30
1,31
1,31
1,31
1,33
1,33
1,33
1,33
1,34
1,34
1,35
1,35
1,36
1,36
1,36
1,36
1,36
1,37
1,38
1,38
1,38
1,39
1,39
1,39
1,39
1,40
1,40
1,40
1,40
1,41
1,41
1,41
1,41
1,41
1,42
1,42
1,42
1,42
1,43
1,43
1,43
1,43
1,43
1,43
1,43
1,43
1,43
1,43
1,43
1,43
1,43
1,43
1,43
1,43
1,44
1,44
1,44
1,44
1,44
1,44
1,45
1,45
1,45
1,45
1,45
1,45
1,45
1,45
1,46
1,46
1,46
1,46
1,46
1,46
1,46
1,47
1,47
1,47
1,47
1,47
1,47
1,47
1,47
1,48
1,48
1,48
1,48
1,48
1,48
1,48
1,48
1,48
1,48
1,48
1,48
1,49
1,49
1,49
1,49
1,49
1,49
1,49
1,49
1,49
1,49
1,49
1,49
1,50
1,50
1,50
1,50
1,50
1,50
1,50
1,50
1,50
1,50
1,50
1,50
1,51
1,51
1,51
1,51
1,51
1,51
1,51
1,51
1,51
1,51
1,51
1,51
1,51
1,51
1,51
1,51
1,51
1,51
1,51
1,51
1,51
1,51
1,51
1,52
1,52
1,52
1,52
1,52
1,52
1,52
1,52
1,52
1,52
1,52
1,52
1,52
1,53
1,53
1,53
1,53
1,53
1,53
1,53
1,53
1,53
1,53
1,53
1,53
1,53
1,53
1,53
1,53
1,53
1,53
1,54
1,54
1,54
1,54
1,54
1,54
1,54
1,54
1,54
1,55
1,55
1,55
1,55
1,55
1,55
1,55
1,55
1,55
1,55
1,55
1,55
1,55
1,55
1,55
1,55
1,55
1,56
1,56
1,56
1,56
1,56
1,56
1,56
1,56
1,56
1,56
1,56
1,56
1,56
1,57
1,57
1,57
1,57
1,57
1,57
1,57
1,57
1,57
1,57
1,57
1,57
1,57
1,57
1,57
1,58
1,58
1,58
1,58
1,58
1,58
1,58
1,58
1,58
1,58
1,58
1,58
1,58
1,58
1,58
1,58
1,58
1,58
1,58
1,58
1,58
1,58
1,58
1,58
1,58
1,58
1,58
1,58
1,58
1,58
1,59
1,59
1,59
1,59
1,59
1,59
1,59
1,59
1,59
1,59
1,59
1,59
1,59
1,59
1,59
1,60
1,60
1,60
1,60
1,60
1,60
1,60
1,60
1,60
1,60
1,60
1,60
1,60
1,60
1,60
1,60
1,60
1,60
1,60
1,61
1,61
1,61
1,61
1,61
1,61
1,61
1,61
1,61
1,61
1,61
1,61
1,61
1,61
1,61
1,61
1,61
1,62
1,62
1,62
1,62
1,62
1,62
1,62
1,62
1,62
1,62
1,62
1,62
1,62
1,62
1,62
1,62
1,62
1,62
1,62
1,62
1,62
1,62
1,62
1,62
1,62
1,62
1,62
1,62
1,62
1,62
1,62
1,63
1,63
1,63
1,63
1,63
1,63
1,63
1,63
1,63
1,63
1,63
1,63
1,63
1,63
1,63
1,63
1,63
1,63
1,63
1,64
1,64
1,64
1,64
1,64
1,64
1,64
1,64
1,64
1,64
1,64
1,64
1,64
1,64
1,64
1,64
1,64
1,64
1,64
1,64
1,64
1,64
1,64
1,64
1,64
1,64
1,64
1,64
1,64
1,64
1,64
1,64
1,64
1,64
1,65
1,65
1,65
1,65
1,65
1,65
1,65
1,65
1,65
1,65
1,65
1,65
1,65
1,65
1,65
1,65
1,65
1,65
1,65
1,65
1,66
1,66
1,66
1,66
1,66
1,66
1,66
1,66
1,66
1,66
1,66
1,66
1,66
1,66
1,66
1,66
1,66
1,66
1,66
1,66
1,66
1,66
1,66
1,66
1,66
1,66
1,66
1,66
1,66
1,66
1,66
1,66
1,66
1,66
1,66
1,66
1,66
1,66
1,66
1,66
1,66
1,66
1,66
1,66
1,66
1,66
1,66
1,66
1,67
1,67
1,67
1,67
1,67
1,67
1,67
1,67
1,67
1,67
1,67
1,67
1,67
1,67
1,67
1,67
1,67
1,68
1,68
1,68
1,68
1,68
1,68
1,68
1,68
1,68
1,68
1,68
1,68
1,68
1,68
1,68
1,68
1,68
1,68
1,68
1,68
1,68
1,68
1,68
1,68
1,68
1,68
1,68
1,68
1,69
1,69
1,69
1,69
1,69
1,69
1,69
1,69
1,69
1,69
1,69
1,69
1,69
1,69
1,69
1,69
1,69
1,69
1,69
1,69
1,69
1,69
1,69
1,70
1,70
1,70
1,70
1,70
1,70
1,70
1,70
1,70
1,70
1,70
1,70
1,70
1,70
1,70
1,70
1,70
1,70
1,70
1,70
1,70
1,70
1,70
1,70
1,70
1,70
1,70
1,70
1,70
1,70
1,70
1,70
1,71
1,71
1,71
1,71
1,71
1,71
1,71
1,71
1,71
1,71
1,71
1,71
1,71
1,71
1,71
1,71
1,71
1,71
1,71
1,71
1,71
1,71
1,71
1,71
1,71
1,71
1,71
1,71
1,71
1,71
1,71
1,71
1,71
1,71
1,71
1,71
1,72
1,72
1,72
1,72
1,72
1,72
1,72
1,72
1,72
1,72
1,72
1,72
1,72
1,72
1,72
1,72
1,72
1,72
1,72
1,72
1,72
1,72
1,72
1,72
1,73
1,73
1,73
1,73
1,73
1,73
1,73
1,73
1,73
1,73
1,73
1,73
1,73
1,73
1,73
1,73
1,73
1,73
1,73
1,73
1,73
1,73
1,73
1,73
1,73
1,73
1,73
1,73
1,73
1,73
1,73
1,73
1,73
1,73
1,73
1,73
1,73
1,73
1,73
1,73
1,73
1,73
1,73
1,73
1,73
1,73
1,73
1,73
1,73
1,73
1,73
1,73
1,73
1,73
1,73
1,73
1,73
1,73
1,74
1,74
1,74
1,74
1,74
1,74
1,74
1,74
1,74
1,74
1,74
1,74
1,74
1,74
1,74
1,74
1,74
1,74
1,74
1,74
1,74
1,74
1,74
1,74
1,74
1,74
1,74
1,74
1,74
1,74
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,75
1,76
1,76
1,76
1,76
1,76
1,76
1,76
1,76
1,76
1,76
1,76
1,76
1,76
1,76
1,76
1,76
1,76
1,76
1,76
1,76
1,76
1,77
1,77
1,77
1,77
1,77
1,77
1,77
1,77
1,77
1,77
1,77
1,77
1,77
1,77
1,77
1,77
1,77
1,77
1,77
1,77
1,77
1,77
1,77
1,77
1,77
1,77
1,77
1,77
1,77
1,77
1,77
1,77
1,77
1,77
1,77
1,77
1,77
1,77
1,77
1,77
1,78
1,78
1,78
1,78
1,78
1,78
1,78
1,78
1,78
1,78
1,78
1,78
1,78
1,78
1,78
1,78
1,78
1,78
1,78
1,78
1,78
1,78
1,78
1,78
1,79
1,79
1,79
1,79
1,79
1,79
1,79
1,79
1,79
1,79
1,79
1,79
1,79
1,79
1,79
1,79
1,79
1,79
1,79
1,80
1,80
1,80
1,80
1,80
1,80
1,80
1,80
1,80
1,80
1,80
1,80
1,80
1,80
1,80
1,80
1,80
1,80
1,80
1,80
1,80
1,80
1,80
1,80
1,80
1,80
1,80
1,80
1,80
1,80
1,80
1,80
1,80
1,80
1,80
1,80
1,80
1,80
1,80
1,80
1,80
1,80
1,80
1,81
1,81
1,81
1,81
1,81
1,81
1,81
1,81
1,81
1,81
1,81
1,81
1,81
1,81
1,81
1,81
1,81
1,81
1,81
1,81
1,81
1,81
1,81
1,81
1,81
1,81
1,81
1,81
1,81
1,81
1,81
1,81
1,81
1,81
1,81
1,81
1,81
1,81
1,81
1,81
1,81
1,81
1,81
1,81
1,81
1,81
1,81
1,81
1,81
1,81
1,81
1,81
1,81
1,81
1,81
1,81
1,81
1,81
1,81
1,81
1,81
1,81
1,81
1,81
1,81
1,81
1,81
1,81
1,81
1,81
1,81
1,81
1,81
1,81
1,81
1,81
1,82
1,82
1,82
1,82
1,82
1,82
1,82
1,82
1,82
1,82
1,82
1,82
1,82
1,82
1,82
1,82
1,82
1,82
1,82
1,82
1,82
1,82
1,82
1,82
1,82
1,82
1,82
1,82
1,82
1,82
1,82
1,82
1,82
1,83
1,83
1,83
1,83
1,83
1,83
1,83
1,83
1,83
1,83
1,83
1,83
1,83
1,83
1,83
1,83
1,83
1,83
1,83
1,83
1,83
1,83
1,83
1,83
1,83
1,83
1,83
1,83
1,83
1,83
1,83
1,83
1,83
1,84
1,84
1,84
1,84
1,84
1,84
1,84
1,84
1,84
1,84
1,84
1,84
1,84
1,84
1,84
1,84
1,84
1,84
1,84
1,84
1,84
1,84
1,84
1,84
1,84
1,84
1,84
1,84
1,84
1,84
1,84
1,84
1,84
1,84
1,84
1,85
1,85
1,85
1,85
1,85
1,85
1,85
1,85
1,85
1,85
1,85
1,85
1,85
1,85
1,85
1,85
1,85
1,85
1,85
1,85
1,85
1,85
1,85
1,85
1,85
1,85
1,85
1,85
1,85
1,86
1,86
1,86
1,86
1,86
1,86
1,86
1,86
1,86
1,86
1,86
1,86
1,86
1,86
1,86
1,86
1,86
1,86
1,86
1,86
1,86
1,86
1,86
1,86
1,86
1,86
1,86
1,86
1,86
1,86
1,86
1,86
1,86
1,86
1,86
1,86
1,86
1,86
1,86
1,86
1,86
1,86
1,86
1,87
1,87
1,87
1,87
1,87
1,87
1,87
1,87
1,87
1,87
1,87
1,87
1,87
1,87
1,87
1,87
1,87
1,87
1,87
1,87
1,87
1,87
1,87
1,87
1,87
1,87
1,87
1,87
1,87
1,87
1,87
1,87
1,87
1,87
1,87
1,87
1,87
1,87
1,87
1,87
1,87
1,87
1,87
1,87
1,87
1,87
1,87
1,87
1,88
1,88
1,88
1,88
1,88
1,88
1,88
1,88
1,88
1,88
1,88
1,88
1,88
1,88
1,88
1,88
1,88
1,88
1,88
1,88
1,88
1,88
1,88
1,88
1,88
1,88
1,88
1,88
1,88
1,88
1,88
1,88
1,88
1,88
1,88
1,88
1,88
1,88
1,88
1,88
1,88
1,88
1,88
1,88
1,88
1,88
1,88
1,88
1,88
1,88
1,88
1,88
1,88
1,88
1,88
1,88
1,88
1,88
1,88
1,88
1,88
1,88
1,88
1,88
1,88
1,88
1,88
1,88
1,88
1,88
1,88
1,88
1,88
1,88
1,88
1,88
1,88
1,88
1,88
1,88
1,88
1,88
1,88
1,88
1,88
1,88
1,88
1,88
1,88
1,88
1,88
1,88
1,88
1,88
1,88
1,88
1,88
1,88
1,88
1,88
1,88
1,88
1,88
1,88
1,88
1,88
1,88
1,88
1,88
1,88
1,88
1,88
1,88
1,88
1,88
1,89
1,89
1,89
1,89
1,89
1,89
1,89
1,89
1,89
1,89
1,89
1,89
1,89
1,89
1,89
1,89
1,89
1,89
1,89
1,89
1,89
1,89
1,89
1,89
1,89
1,89
1,89
1,89
1,89
1,89
1,89
1,89
1,90
1,90
1,90
1,90
1,90
1,90
1,90
1,90
1,90
1,90
1,90
1,90
1,90
1,90
1,90
1,90
1,90
1,90
1,90
1,90
1,90
1,90
1,90
1,90
1,90
1,90
1,90
1,90
1,90
1,90
1,90
1,90
1,90
1,90
1,90
1,90
1,90
1,90
1,90
1,90
1,90
1,90
1,90
1,90
1,90
1,90
1,90
1,90
1,90
1,90
1,90
1,90
1,90
1,91
1,91
1,91
1,91
1,91
1,91
1,91
1,91
1,91
1,91
1,91
1,91
1,91
1,91
1,91
1,91
1,91
1,91
1,91
1,91
1,91
1,91
1,91
1,91
1,91
1,91
1,91
1,91
1,91
1,91
1,91
1,91
1,91
1,91
1,91
1,91
1,91
1,91
1,91
1,91
1,91
1,92
1,92
1,92
1,92
1,92
1,92
1,92
1,92
1,92
1,92
1,92
1,92
1,92
1,92
1,92
1,92
1,92
1,92
1,92
1,92
1,92
1,92
1,92
1,92
1,92
1,92
1,92
1,92
1,92
1,92
1,92
1,92
1,92
1,92
1,92
1,92
1,92
1,92
1,92
1,92
1,92
1,92
1,92
1,92
1,92
1,92
1,93
1,93
1,93
1,93
1,93
1,93
1,93
1,93
1,93
1,93
1,93
1,93
1,93
1,93
1,93
1,93
1,93
1,93
1,93
1,93
1,93
1,93
1,93
1,93
1,93
1,93
1,93
1,93
1,93
1,93
1,93
1,93
1,93
1,93
1,93
1,93
1,93
1,93
1,93
1,93
1,93
1,93
1,93
1,93
1,93
1,93
1,93
1,93
1,93
1,93
1,93
1,93
1,93
1,93
1,93
1,93
1,93
1,93
1,93
1,93
1,93
1,93
1,93
1,93
1,93
1,93
1,93
1,93
1,93
1,93
1,93
1,93
1,93
1,94
1,94
1,94
1,94
1,94
1,94
1,94
1,94
1,94
1,94
1,94
1,94
1,94
1,94
1,94
1,94
1,94
1,94
1,94
1,94
1,94
1,94
1,94
1,94
1,94
1,94
1,94
1,94
1,94
1,94
1,94
1,94
1,94
1,94
1,94
1,94
1,94
1,94
1,94
1,94
1,94
1,94
1,94
1,94
1,94
1,94
1,94
1,94
1,94
1,94
1,94
1,94
1,94
1,94
1,94
1,94
1,94
1,94
1,94
1,94
1,94
1,94
1,94
1,94
1,94
1,94
1,94
1,94
1,94
1,94
1,94
1,94
1,94
1,94
1,94
1,94
1,94
1,94
1,94
1,94
1,94
1,95
1,95
1,95
1,95
1,95
1,95
1,95
1,95
1,95
1,95
1,95
1,95
1,95
1,95
1,95
1,95
1,95
1,95
1,95
1,95
1,95
1,95
1,95
1,95
1,95
1,95
1,95
1,95
1,95
1,95
1,95
1,95
1,95
1,95
1,95
1,95
1,95
1,95
1,95
1,95
1,95
1,95
1,95
1,95
1,95
1,95
1,95
1,95
1,95
1,95
1,95
1,95
1,95
1,95
1,95
1,95
1,95
1,95
1,95
1,95
1,95
1,95
1,96
1,96
1,96
1,96
1,96
1,96
1,96
1,96
1,96
1,96
1,96
1,96
1,96
1,96
1,96
1,96
1,96
1,96
1,96
1,96
1,96
1,96
1,96
1,96
1,96
1,96
1,96
1,96
1,96
1,96
1,96
1,96
1,96
1,96
1,96
1,96
1,96
1,96
1,96
1,96
1,96
1,96
1,96
1,96
1,96
1,96
1,96
1,96
1,96
1,96
1,96
1,96
1,96
1,96
1,96
1,96
1,96
1,96
1,96
1,96
1,96
1,96
1,96
1,96
1,96
1,96
1,96
1,96
1,96
1,96
1,96
1,96
1,96
1,96
1,96
1,96
1,96
1,96
1,96
1,96
1,96
1,96
1,96
1,96
1,96
1,96
1,96
1,96
1,96
1,96
1,96
1,96
1,96
1,96
1,97
1,97
1,97
1,97
1,97
1,97
1,97
1,97
1,97
1,97
1,97
1,97
1,97
1,97
1,97
1,97
1,97
1,97
1,97
1,97
1,97
1,97
1,97
1,97
1,97
1,97
1,97
1,97
1,97
1,97
1,97
1,97
1,97
1,97
1,97
1,97
1,97
1,97
1,97
1,97
1,97
1,97
1,97
1,97
1,97
1,97
1,97
1,97
1,97
1,97
1,97
1,97
1,97
1,97
1,97
1,97
1,97
1,97
1,97
1,97
1,97
1,97
1,97
1,97
1,97
1,97
1,97
1,97
1,97
1,97
1,97
1,97
1,97
1,97
1,97
1,97
1,97
1,97
1,97
1,97
1,97
1,97
1,97
1,97
1,98
1,98
1,98
1,98
1,98
1,98
1,98
1,98
1,98
1,98
1,98
1,98
1,98
1,98
1,98
1,98
1,98
1,98
1,98
1,98
1,98
1,98
1,98
1,98
1,98
1,98
1,98
1,98
1,98
1,98
1,98
1,98
1,98
1,98
1,98
1,98
1,98
1,98
1,98
1,98
1,98
1,98
1,98
1,98
1,98
1,98
1,98
1,98
1,98
1,98
1,98
1,98
1,98
1,98
1,98
1,98
1,98
1,98
1,98
1,98
1,98
1,98
1,98
1,98
1,98
1,98
1,98
1,98
1,98
1,98
1,98
1,98
1,98
1,98
1,98
1,98
1,98
1,99
1,99
1,99
1,99
1,99
1,99
1,99
1,99
1,99
1,99
1,99
1,99
1,99
1,99
1,99
1,99
1,99
1,99
1,99
1,99
1,99
1,99
1,99
1,99
1,99
1,99
1,99
1,99
1,99
1,99
1,99
1,99
1,99
1,99
1,99
1,99
1,99
1,99
1,99
1,99
1,99
1,99
1,99
1,99
1,99
1,99
1,99
1,99
1,99
1,99
1,99
1,99
1,99
1,99
1,99
1,99
1,99
1,99
1,99
1,99
1,99
1,99
1,99
1,99
1,99
1,99
1,99
1,99
1,99
1,99
1,99
1,99
1,99
1,99
1,99
1,99
1,99
1,99
1,99
1,99
1,99
1,99
1,99
1,99
1,99
1,99
1,99
1,99
1,99
1,100
1,100
1,100
1,100
1,100
1,100
1,100
1,100
1,100
1,100
1,100
1,100
1,100
1,100
1,100
1,100
1,100
1,100
1,100
1,100
1,100
1,100
1,100
1,100
1,100
1,100
1,100
1,100
1,100
1,100
1,100
1,100
1,100
1,100
1,100
1,100
1,100
1,100
1,100
1,100
1,100
1,100
1,100
1,100
1,100
1,100
1,100
1,101
1,101
1,101
1,101
1,101
1,101
1,101
1,101
1,101
1,101
1,101
1,101
1,101
1,101
1,101
1,101
1,101
1,101
1,101
1,101
1,101
1,101
1,101
1,101
1,101
1,101
1,101
1,101
1,101
1,101
1,101
1,101
1,101
1,101
1,101
1,101
1,101
1,101
1,101
1,101
1,101
1,101
1,101
1,101
1,101
1,101
1,101
1,101
1,101
1,101
1,101
1,101
1,101
1,101
1,101
1,101
1,101
1,101
1,102
1,102
1,102
1,102
1,102
1,102
1,102
1,102
1,102
1,102
1,102
1,102
1,102
1,102
1,102
1,102
1,102
1,102
1,102
1,102
1,102
1,102
1,102
1,102
1,102
1,102
1,102
1,102
1,102
1,102
1,102
1,102
1,102
1,102
1,102
1,102
1,102
1,102
1,102
1,102
1,102
1,102
1,102
1,102
1,102
1,102
1,102
1,102
1,102
1,102
1,102
1,102
1,102
1,102
1,102
1,102
1,102
1,102
1,102
1,102
1,102
1,102
1,102
1,102
1,102
1,102
1,102
1,102
1,102
1,102
1,102
1,102
1,102
1,102
1,102
1,102
1,102
1,102
1,102
1,102
1,102
1,102
1,102
1,102
1,102
1,102
1,102
1,102
1,102
1,102
1,103
1,103
1,103
1,103
1,103
1,103
1,103
1,103
1,103
1,103
1,103
1,103
1,103
1,103
1,103
1,103
1,103
1,103
1,103
1,103
1,103
1,103
1,103
1,103
1,103
1,103
1,103
1,103
1,103
1,103
1,103
1,103
1,103
1,103
1,103
1,103
1,103
1,103
1,103
1,103
1,103
1,103
1,103
1,103
1,103
1,103
1,103
1,103
1,103
1,103
1,103
1,103
1,103
1,103
1,103
1,103
1,103
1,103
1,103
1,103
1,103
1,103
1,103
1,103
1,103
1,103
1,103
1,103
1,103
1,103
1,103
1,103
1,103
1,103
1,103
1,103
1,103
1,103
1,103
1,103
1,103
1,103
1,103
1,103
1,103
1,103
1,103
1,103
1,103
1,103
1,103
1,103
1,103
1,103
1,103
1,103
1,103
1,103
1,103
1,103
1,103
1,103
1,103
1,103
1,103
1,103
1,103
1,103
1,103
1,103
1,103
