Country,Latitude,Longitude,Year,Month,Day,Secchi (m),NLA *,State,Water Body,County (Borough/Parrish),GNIS ID,GNIS Feature Name,GNIS Class,GNIS County,GNIS Latitude,GNIS Longitude,GNIS Elevation (m)
USA,,,1996,7,1,7.5,,Vermont,Riche Lake?,Rutland,45011.1,Unnamed (Riche Lake?),,,,,
USA,,,1996,7,1,8,,Vermont,Riche Lake?,Rutland,45011.1,Unnamed (Riche Lake?),,,,,
USA,44.25,-73.28,1972-1975,,,2.1336,,Vermont,Lake Champlain,Addison,946367,Lake Champlain,Lake,Addison,44.2498834,-73.2790429,29
USA,44.25,-73.28,1972-1975,,,2.54,,Vermont,Lake Champlain,Addison,946367,Lake Champlain,Lake,Addison,44.2498834,-73.2790429,29
USA,44.25,-73.28,1972-1975,,,3.6576,,Vermont,Lake Champlain,Addison,946367,Lake Champlain,Lake,Addison,44.2498834,-73.2790429,29
USA,43.83,-73.38,1972-1975,,,0.4572,,Vermont,Lake Champlain,Addison,946367,Lake Champlain,Lake,Addison,44.2498834,-73.2790429,29
USA,43.83,-73.38,1972-1975,,,1.2192,,Vermont,Lake Champlain,Addison,946367,Lake Champlain,Lake,Addison,44.2498834,-73.2790429,29
USA,43.83,-73.38,1972-1975,,,1.3208,,Vermont,Lake Champlain,Addison,946367,Lake Champlain,Lake,Addison,44.2498834,-73.2790429,29
USA,44.18,-73.38,1995,7,2,3.6576,,Vermont,Lake Champlain,Addison,946367,Lake Champlain,Lake,Addison,44.2498834,-73.2790429,29
USA,43.85,-73.38,1995,7,4,1,,Vermont,Lake Champlain,Addison,946367,Lake Champlain,Lake,Addison,44.2498834,-73.2790429,29
USA,43.95,-73.4,1995,7,9,0.89,,Vermont,Lake Champlain,Addison,946367,Lake Champlain,Lake,Addison,44.2498834,-73.2790429,29
USA,43.85,-73.38,1996,7,5,1,,Vermont,Lake Champlain,Addison,946367,Lake Champlain,Lake,Addison,44.2498834,-73.2790429,29
USA,44.18,-73.38,1996,7,5,2.75,,Vermont,Lake Champlain,Addison,946367,Lake Champlain,Lake,Addison,44.2498834,-73.2790429,29
USA,44.54,-73.34,1997,6,28,2,,Vermont,Lake Champlain,Addison,946367,Lake Champlain,Lake,Addison,44.2498834,-73.2790429,29
USA,44.54,-73.34,1997,6,29,1.9,,Vermont,Lake Champlain,Addison,946367,Lake Champlain,Lake,Addison,44.2498834,-73.2790429,29
USA,44.54,-73.34,1997,7,2,4.5,,Vermont,Lake Champlain,Addison,946367,Lake Champlain,Lake,Addison,44.2498834,-73.2790429,29
USA,43.85,-73.38,1998,6,29,1.1,,Vermont,Lake Champlain,Addison,946367,Lake Champlain,Lake,Addison,44.2498834,-73.2790429,29
USA,43.85,-73.38,1998,7,3,1.5,,Vermont,Lake Champlain,Addison,946367,Lake Champlain,Lake,Addison,44.2498834,-73.2790429,29
USA,43.85,-73.38,1998,7,5,2,,Vermont,Lake Champlain,Addison,946367,Lake Champlain,Lake,Addison,44.2498834,-73.2790429,29
USA,43.85,-73.38,1998,7,10,3.5,,Vermont,Lake Champlain,Addison,946367,Lake Champlain,Lake,Addison,44.2498834,-73.2790429,29
USA,43.85,-73.33,1999,7,3,2.2,,Vermont,Lake Champlain,Addison,946367,Lake Champlain,Lake,Addison,44.2498834,-73.2790429,29
USA,43.85,-73.33,2000,7,1,5.5,,Vermont,Lake Champlain,Addison,946367,Lake Champlain,Lake,Addison,44.2498834,-73.2790429,29
USA,43.85,-73.33,2000,7,2,2,,Vermont,Lake Champlain,Addison,946367,Lake Champlain,Lake,Addison,44.2498834,-73.2790429,29
USA,43.85,-73.33,2001,7,9,4.5,,Vermont,Lake Champlain,Addison,946367,Lake Champlain,Lake,Addison,44.2498834,-73.2790429,29
USA,43.85,-73.33,2001,7,13,1.9,,Vermont,Lake Champlain,Addison,946367,Lake Champlain,Lake,Addison,44.2498834,-73.2790429,29
USA,43.85,-73.33,2001,7,15,6.09,,Vermont,Lake Champlain,Addison,946367,Lake Champlain,Lake,Addison,44.2498834,-73.2790429,29
USA,43.85,-73.33,2002,6,29,2.59,,Vermont,Lake Champlain,Addison,946367,Lake Champlain,Lake,Addison,44.2498834,-73.2790429,29
USA,43.85,-73.33,2002,7,2,6,,Vermont,Lake Champlain,Addison,946367,Lake Champlain,Lake,Addison,44.2498834,-73.2790429,29
USA,44.11,-73.21,2003,6,28,5.5,,Vermont,Lake Champlain,Addison,946367,Lake Champlain,Lake,Addison,44.2498834,-73.2790429,29
USA,43.85,-73.33,2003,6,29,2.9,,Vermont,Lake Champlain,Addison,946367,Lake Champlain,Lake,Addison,44.2498834,-73.2790429,29
USA,43.85,-73.33,2005,6,30,2,,Vermont,Lake Champlain,Addison,946367,Lake Champlain,Lake,Addison,44.2498834,-73.2790429,29
USA,44.53,-73.38,2005,7,16,4,,Vermont,Lake Champlain,Addison,946367,Lake Champlain,Lake,Addison,44.2498834,-73.2790429,29
USA,44.47,-73.22,2006,6,28,3.5,,Vermont,Lake Champlain,Addison,946367,Lake Champlain,Lake,Addison,44.2498834,-73.2790429,29
USA,43.85,-73.33,2006,7,8,2.5,,Vermont,Lake Champlain,Addison,946367,Lake Champlain,Lake,Addison,44.2498834,-73.2790429,29
USA,44.24,-73.32,2008,5,6,2.6,,Vermont,Lake Champlain,Addison,946367,Lake Champlain,Lake,Addison,44.2498834,-73.2790429,29
USA,44.12,-73.41,2008,5,6,3,,Vermont,Lake Champlain,Addison,946367,Lake Champlain,Lake,Addison,44.2498834,-73.2790429,29
USA,43.95,-73.4,2008,5,8,1.6,,Vermont,Lake Champlain,Addison,946367,Lake Champlain,Lake,Addison,44.2498834,-73.2790429,29
USA,43.95,-73.4,2008,5,20,2.5,,Vermont,Lake Champlain,Addison,946367,Lake Champlain,Lake,Addison,44.2498834,-73.2790429,29
USA,44.24,-73.32,2008,5,23,2.5,,Vermont,Lake Champlain,Addison,946367,Lake Champlain,Lake,Addison,44.2498834,-73.2790429,29
USA,44.12,-73.41,2008,5,23,2.5,,Vermont,Lake Champlain,Addison,946367,Lake Champlain,Lake,Addison,44.2498834,-73.2790429,29
USA,43.95,-73.4,2008,6,2,2.8,,Vermont,Lake Champlain,Addison,946367,Lake Champlain,Lake,Addison,44.2498834,-73.2790429,29
USA,44.24,-73.32,2008,6,9,4,,Vermont,Lake Champlain,Addison,946367,Lake Champlain,Lake,Addison,44.2498834,-73.2790429,29
USA,44.12,-73.41,2008,6,9,4.8,,Vermont,Lake Champlain,Addison,946367,Lake Champlain,Lake,Addison,44.2498834,-73.2790429,29
USA,44.18,-73.38,2008,6,10,5,,Vermont,Lake Champlain,Addison,946367,Lake Champlain,Lake,Addison,44.2498834,-73.2790429,29
USA,43.95,-73.4,2008,6,13,2.6,,Vermont,Lake Champlain,Addison,946367,Lake Champlain,Lake,Addison,44.2498834,-73.2790429,29
USA,43.95,-73.4,2008,6,17,2.3,,Vermont,Lake Champlain,Addison,946367,Lake Champlain,Lake,Addison,44.2498834,-73.2790429,29
USA,44.24,-73.32,2008,6,23,3.2,,Vermont,Lake Champlain,Addison,946367,Lake Champlain,Lake,Addison,44.2498834,-73.2790429,29
USA,44.12,-73.41,2008,6,23,3.7,,Vermont,Lake Champlain,Addison,946367,Lake Champlain,Lake,Addison,44.2498834,-73.2790429,29
USA,44.18,-73.38,2008,6,24,4.2,,Vermont,Lake Champlain,Addison,946367,Lake Champlain,Lake,Addison,44.2498834,-73.2790429,29
USA,44.18,-73.38,2008,6,24,4.2,,Vermont,Lake Champlain,Addison,946367,Lake Champlain,Lake,Addison,44.2498834,-73.2790429,29
USA,43.95,-73.4,2008,6,25,3.2,,Vermont,Lake Champlain,Addison,946367,Lake Champlain,Lake,Addison,44.2498834,-73.2790429,29
USA,44.24,-73.32,2008,6,27,4.6,,Vermont,Lake Champlain,Addison,946367,Lake Champlain,Lake,Addison,44.2498834,-73.2790429,29
USA,44.12,-73.41,2008,6,27,4.5,,Vermont,Lake Champlain,Addison,946367,Lake Champlain,Lake,Addison,44.2498834,-73.2790429,29
USA,43.85,-73.38,2008,6,27,2.8,,Vermont,Lake Champlain,Addison,946367,Lake Champlain,Lake,Addison,44.2498834,-73.2790429,29
USA,43.85,-73.38,2008,6,27,2.8,,Vermont,Lake Champlain,Addison,946367,Lake Champlain,Lake,Addison,44.2498834,-73.2790429,29
USA,43.95,-73.4,2008,7,1,2.9,,Vermont,Lake Champlain,Addison,946367,Lake Champlain,Lake,Addison,44.2498834,-73.2790429,29
USA,43.85,-73.38,2008,7,6,3.1,,Vermont,Lake Champlain,Addison,946367,Lake Champlain,Lake,Addison,44.2498834,-73.2790429,29
USA,44.18,-73.38,2008,7,7,4,,Vermont,Lake Champlain,Addison,946367,Lake Champlain,Lake,Addison,44.2498834,-73.2790429,29
USA,44.24,-73.32,2008,7,8,3.3,,Vermont,Lake Champlain,Addison,946367,Lake Champlain,Lake,Addison,44.2498834,-73.2790429,29
USA,44.12,-73.41,2008,7,8,2.8,,Vermont,Lake Champlain,Addison,946367,Lake Champlain,Lake,Addison,44.2498834,-73.2790429,29
USA,43.95,-73.4,2008,7,11,3.5,,Vermont,Lake Champlain,Addison,946367,Lake Champlain,Lake,Addison,44.2498834,-73.2790429,29
USA,43.95,-73.4,2008,7,14,3.2,,Vermont,Lake Champlain,Addison,946367,Lake Champlain,Lake,Addison,44.2498834,-73.2790429,29
USA,44.24,-73.32,2008,7,15,4,,Vermont,Lake Champlain,Addison,946367,Lake Champlain,Lake,Addison,44.2498834,-73.2790429,29
USA,44.12,-73.41,2008,7,15,3.6,,Vermont,Lake Champlain,Addison,946367,Lake Champlain,Lake,Addison,44.2498834,-73.2790429,29
USA,43.85,-73.38,2008,7,15,2.5,,Vermont,Lake Champlain,Addison,946367,Lake Champlain,Lake,Addison,44.2498834,-73.2790429,29
USA,43.95,-73.4,2008,7,22,2.7,,Vermont,Lake Champlain,Addison,946367,Lake Champlain,Lake,Addison,44.2498834,-73.2790429,29
USA,43.85,-73.38,2008,7,22,2.7,,Vermont,Lake Champlain,Addison,946367,Lake Champlain,Lake,Addison,44.2498834,-73.2790429,29
USA,43.95,-73.4,2008,7,28,1.1,,Vermont,Lake Champlain,Addison,946367,Lake Champlain,Lake,Addison,44.2498834,-73.2790429,29
USA,44.18,-73.38,2008,7,29,3.5,,Vermont,Lake Champlain,Addison,946367,Lake Champlain,Lake,Addison,44.2498834,-73.2790429,29
USA,44.24,-73.32,2008,8,5,4.3,,Vermont,Lake Champlain,Addison,946367,Lake Champlain,Lake,Addison,44.2498834,-73.2790429,29
USA,44.12,-73.41,2008,8,5,2.8,,Vermont,Lake Champlain,Addison,946367,Lake Champlain,Lake,Addison,44.2498834,-73.2790429,29
USA,43.95,-73.4,2008,8,5,2,,Vermont,Lake Champlain,Addison,946367,Lake Champlain,Lake,Addison,44.2498834,-73.2790429,29
USA,44.24,-73.32,2008,8,7,3.1,,Vermont,Lake Champlain,Addison,946367,Lake Champlain,Lake,Addison,44.2498834,-73.2790429,29
USA,44.12,-73.41,2008,8,7,3.3,,Vermont,Lake Champlain,Addison,946367,Lake Champlain,Lake,Addison,44.2498834,-73.2790429,29
USA,43.85,-73.38,2008,8,12,2,,Vermont,Lake Champlain,Addison,946367,Lake Champlain,Lake,Addison,44.2498834,-73.2790429,29
USA,43.95,-73.4,2008,8,13,1.3,,Vermont,Lake Champlain,Addison,946367,Lake Champlain,Lake,Addison,44.2498834,-73.2790429,29
USA,43.95,-73.4,2008,8,13,1.3,,Vermont,Lake Champlain,Addison,946367,Lake Champlain,Lake,Addison,44.2498834,-73.2790429,29
USA,44.24,-73.32,2008,8,14,2.7,,Vermont,Lake Champlain,Addison,946367,Lake Champlain,Lake,Addison,44.2498834,-73.2790429,29
USA,44.12,-73.41,2008,8,14,3.6,,Vermont,Lake Champlain,Addison,946367,Lake Champlain,Lake,Addison,44.2498834,-73.2790429,29
USA,43.85,-73.38,2008,8,19,1.5,,Vermont,Lake Champlain,Addison,946367,Lake Champlain,Lake,Addison,44.2498834,-73.2790429,29
USA,44.24,-73.32,2008,8,21,3.3,,Vermont,Lake Champlain,Addison,946367,Lake Champlain,Lake,Addison,44.2498834,-73.2790429,29
USA,44.12,-73.41,2008,8,21,2.4,,Vermont,Lake Champlain,Addison,946367,Lake Champlain,Lake,Addison,44.2498834,-73.2790429,29
USA,44.18,-73.38,2008,8,21,2.5,,Vermont,Lake Champlain,Addison,946367,Lake Champlain,Lake,Addison,44.2498834,-73.2790429,29
USA,43.85,-73.38,2008,8,25,1.8,,Vermont,Lake Champlain,Addison,946367,Lake Champlain,Lake,Addison,44.2498834,-73.2790429,29
USA,43.95,-73.4,2008,8,25,1.9,,Vermont,Lake Champlain,Addison,946367,Lake Champlain,Lake,Addison,44.2498834,-73.2790429,29
USA,44.18,-73.38,2008,8,27,3,,Vermont,Lake Champlain,Addison,946367,Lake Champlain,Lake,Addison,44.2498834,-73.2790429,29
USA,43.85,-73.38,2008,8,29,2.5,,Vermont,Lake Champlain,Addison,946367,Lake Champlain,Lake,Addison,44.2498834,-73.2790429,29
USA,43.85,-73.38,2008,8,31,2.5,,Vermont,Lake Champlain,Addison,946367,Lake Champlain,Lake,Addison,44.2498834,-73.2790429,29
USA,44.18,-73.38,2008,9,3,3,,Vermont,Lake Champlain,Addison,946367,Lake Champlain,Lake,Addison,44.2498834,-73.2790429,29
USA,43.95,-73.4,2008,9,4,2,,Vermont,Lake Champlain,Addison,946367,Lake Champlain,Lake,Addison,44.2498834,-73.2790429,29
USA,43.95,-73.4,2008,9,5,1.8,,Vermont,Lake Champlain,Addison,946367,Lake Champlain,Lake,Addison,44.2498834,-73.2790429,29
USA,44.24,-73.32,2008,9,8,4.3,,Vermont,Lake Champlain,Addison,946367,Lake Champlain,Lake,Addison,44.2498834,-73.2790429,29
USA,44.24,-73.32,2008,9,8,5.7,,Vermont,Lake Champlain,Addison,946367,Lake Champlain,Lake,Addison,44.2498834,-73.2790429,29
USA,44.12,-73.41,2008,9,8,4.4,,Vermont,Lake Champlain,Addison,946367,Lake Champlain,Lake,Addison,44.2498834,-73.2790429,29
USA,44.12,-73.41,2008,9,8,4.6,,Vermont,Lake Champlain,Addison,946367,Lake Champlain,Lake,Addison,44.2498834,-73.2790429,29
USA,44.24,-73.32,2008,9,23,5.4,,Vermont,Lake Champlain,Addison,946367,Lake Champlain,Lake,Addison,44.2498834,-73.2790429,29
USA,44.12,-73.41,2008,9,23,3.8,,Vermont,Lake Champlain,Addison,946367,Lake Champlain,Lake,Addison,44.2498834,-73.2790429,29
USA,43.95,-73.4,2008,9,23,2.2,,Vermont,Lake Champlain,Addison,946367,Lake Champlain,Lake,Addison,44.2498834,-73.2790429,29
USA,44.24,-73.32,2008,9,25,3.5,,Vermont,Lake Champlain,Addison,946367,Lake Champlain,Lake,Addison,44.2498834,-73.2790429,29
USA,44.12,-73.41,2008,9,25,3.2,,Vermont,Lake Champlain,Addison,946367,Lake Champlain,Lake,Addison,44.2498834,-73.2790429,29
USA,43.95,-73.4,2008,9,25,2.3,,Vermont,Lake Champlain,Addison,946367,Lake Champlain,Lake,Addison,44.2498834,-73.2790429,29
USA,43.95,-73.4,2008,10,6,3,,Vermont,Lake Champlain,Addison,946367,Lake Champlain,Lake,Addison,44.2498834,-73.2790429,29
USA,43.95,-73.4,2008,10,8,2.2,,Vermont,Lake Champlain,Addison,946367,Lake Champlain,Lake,Addison,44.2498834,-73.2790429,29
USA,44.12,-73.41,2008,10,23,4.3,,Vermont,Lake Champlain,Addison,946367,Lake Champlain,Lake,Addison,44.2498834,-73.2790429,29
USA,43.95,-73.4,2008,11,4,1.2,,Vermont,Lake Champlain,Addison,946367,Lake Champlain,Lake,Addison,44.2498834,-73.2790429,29
USA,43.95,-73.4,2009,4,17,1,,Vermont,Lake Champlain,Addison,946367,Lake Champlain,Lake,Addison,44.2498834,-73.2790429,29
USA,44.24,-73.32,2009,4,22,5,,Vermont,Lake Champlain,Addison,946367,Lake Champlain,Lake,Addison,44.2498834,-73.2790429,29
USA,44.12,-73.41,2009,4,22,3.2,,Vermont,Lake Champlain,Addison,946367,Lake Champlain,Lake,Addison,44.2498834,-73.2790429,29
USA,43.95,-73.4,2009,5,6,1.5,,Vermont,Lake Champlain,Addison,946367,Lake Champlain,Lake,Addison,44.2498834,-73.2790429,29
USA,44.24,-73.32,2009,5,12,3,,Vermont,Lake Champlain,Addison,946367,Lake Champlain,Lake,Addison,44.2498834,-73.2790429,29
USA,44.12,-73.41,2009,5,12,3.4,,Vermont,Lake Champlain,Addison,946367,Lake Champlain,Lake,Addison,44.2498834,-73.2790429,29
USA,43.95,-73.4,2009,5,21,2.1,,Vermont,Lake Champlain,Addison,946367,Lake Champlain,Lake,Addison,44.2498834,-73.2790429,29
USA,44.12,-73.41,2009,5,22,2.9,,Vermont,Lake Champlain,Addison,946367,Lake Champlain,Lake,Addison,44.2498834,-73.2790429,29
USA,43.95,-73.4,2009,6,5,1.8,,Vermont,Lake Champlain,Addison,946367,Lake Champlain,Lake,Addison,44.2498834,-73.2790429,29
USA,44.24,-73.32,2009,6,8,2.5,,Vermont,Lake Champlain,Addison,946367,Lake Champlain,Lake,Addison,44.2498834,-73.2790429,29
USA,44.12,-73.41,2009,6,8,3,,Vermont,Lake Champlain,Addison,946367,Lake Champlain,Lake,Addison,44.2498834,-73.2790429,29
USA,43.85,-73.38,2009,6,10,2,,Vermont,Lake Champlain,Addison,946367,Lake Champlain,Lake,Addison,44.2498834,-73.2790429,29
USA,44.18,-73.38,2009,6,14,3,,Vermont,Lake Champlain,Addison,946367,Lake Champlain,Lake,Addison,44.2498834,-73.2790429,29
USA,43.85,-73.38,2009,6,17,1.3,,Vermont,Lake Champlain,Addison,946367,Lake Champlain,Lake,Addison,44.2498834,-73.2790429,29
USA,43.95,-73.4,2009,6,22,1.9,,Vermont,Lake Champlain,Addison,946367,Lake Champlain,Lake,Addison,44.2498834,-73.2790429,29
USA,44.24,-73.32,2009,7,2,3.3,,Vermont,Lake Champlain,Addison,946367,Lake Champlain,Lake,Addison,44.2498834,-73.2790429,29
USA,44.12,-73.41,2009,7,2,2.2,,Vermont,Lake Champlain,Addison,946367,Lake Champlain,Lake,Addison,44.2498834,-73.2790429,29
USA,43.85,-73.38,2009,7,2,6.5,,Vermont,Lake Champlain,Addison,946367,Lake Champlain,Lake,Addison,44.2498834,-73.2790429,29
USA,44.18,-73.38,2009,7,3,3,,Vermont,Lake Champlain,Addison,946367,Lake Champlain,Lake,Addison,44.2498834,-73.2790429,29
USA,43.95,-73.4,2009,7,8,2.3,,Vermont,Lake Champlain,Addison,946367,Lake Champlain,Lake,Addison,44.2498834,-73.2790429,29
USA,44.18,-73.38,2009,7,10,3,,Vermont,Lake Champlain,Addison,946367,Lake Champlain,Lake,Addison,44.2498834,-73.2790429,29
USA,43.85,-73.38,2009,7,10,2.3,,Vermont,Lake Champlain,Addison,946367,Lake Champlain,Lake,Addison,44.2498834,-73.2790429,29
USA,44.24,-73.32,2009,7,14,2.9,,Vermont,Lake Champlain,Addison,946367,Lake Champlain,Lake,Addison,44.2498834,-73.2790429,29
USA,44.12,-73.41,2009,7,14,2.7,,Vermont,Lake Champlain,Addison,946367,Lake Champlain,Lake,Addison,44.2498834,-73.2790429,29
USA,44.24,-73.32,2009,7,15,4.2,,Vermont,Lake Champlain,Addison,946367,Lake Champlain,Lake,Addison,44.2498834,-73.2790429,29
USA,44.18,-73.38,2009,7,15,3,,Vermont,Lake Champlain,Addison,946367,Lake Champlain,Lake,Addison,44.2498834,-73.2790429,29
USA,44.12,-73.41,2009,7,15,3.6,,Vermont,Lake Champlain,Addison,946367,Lake Champlain,Lake,Addison,44.2498834,-73.2790429,29
USA,43.85,-73.38,2009,7,15,3,,Vermont,Lake Champlain,Addison,946367,Lake Champlain,Lake,Addison,44.2498834,-73.2790429,29
USA,43.95,-73.4,2009,7,20,3.1,,Vermont,Lake Champlain,Addison,946367,Lake Champlain,Lake,Addison,44.2498834,-73.2790429,29
USA,44.24,-73.32,2009,7,22,4.8,,Vermont,Lake Champlain,Addison,946367,Lake Champlain,Lake,Addison,44.2498834,-73.2790429,29
USA,44.18,-73.38,2009,7,22,3,,Vermont,Lake Champlain,Addison,946367,Lake Champlain,Lake,Addison,44.2498834,-73.2790429,29
USA,44.12,-73.41,2009,7,22,3.2,,Vermont,Lake Champlain,Addison,946367,Lake Champlain,Lake,Addison,44.2498834,-73.2790429,29
USA,43.95,-73.4,2009,7,22,3,,Vermont,Lake Champlain,Addison,946367,Lake Champlain,Lake,Addison,44.2498834,-73.2790429,29
USA,43.85,-73.38,2009,7,28,2.2,,Vermont,Lake Champlain,Addison,946367,Lake Champlain,Lake,Addison,44.2498834,-73.2790429,29
USA,44.18,-73.38,2009,7,30,5,,Vermont,Lake Champlain,Addison,946367,Lake Champlain,Lake,Addison,44.2498834,-73.2790429,29
USA,43.95,-73.4,2009,7,31,2.5,,Vermont,Lake Champlain,Addison,946367,Lake Champlain,Lake,Addison,44.2498834,-73.2790429,29
USA,44.24,-73.32,2009,8,5,2.5,,Vermont,Lake Champlain,Addison,946367,Lake Champlain,Lake,Addison,44.2498834,-73.2790429,29
USA,44.12,-73.41,2009,8,5,3,,Vermont,Lake Champlain,Addison,946367,Lake Champlain,Lake,Addison,44.2498834,-73.2790429,29
USA,43.85,-73.38,2009,8,5,0.8,,Vermont,Lake Champlain,Addison,946367,Lake Champlain,Lake,Addison,44.2498834,-73.2790429,29
USA,44.24,-73.32,2009,8,6,4.3,,Vermont,Lake Champlain,Addison,946367,Lake Champlain,Lake,Addison,44.2498834,-73.2790429,29
USA,44.12,-73.41,2009,8,6,2.8,,Vermont,Lake Champlain,Addison,946367,Lake Champlain,Lake,Addison,44.2498834,-73.2790429,29
USA,44.18,-73.38,2009,8,6,3.5,,Vermont,Lake Champlain,Addison,946367,Lake Champlain,Lake,Addison,44.2498834,-73.2790429,29
USA,43.95,-73.4,2009,8,7,1,,Vermont,Lake Champlain,Addison,946367,Lake Champlain,Lake,Addison,44.2498834,-73.2790429,29
USA,43.85,-73.38,2009,8,11,1.2,,Vermont,Lake Champlain,Addison,946367,Lake Champlain,Lake,Addison,44.2498834,-73.2790429,29
USA,43.85,-73.38,2009,8,11,1.3,,Vermont,Lake Champlain,Addison,946367,Lake Champlain,Lake,Addison,44.2498834,-73.2790429,29
USA,43.95,-73.4,2009,8,13,1.5,,Vermont,Lake Champlain,Addison,946367,Lake Champlain,Lake,Addison,44.2498834,-73.2790429,29
USA,44.18,-73.38,2009,8,14,5,,Vermont,Lake Champlain,Addison,946367,Lake Champlain,Lake,Addison,44.2498834,-73.2790429,29
USA,44.18,-73.38,2009,8,18,3.8,,Vermont,Lake Champlain,Addison,946367,Lake Champlain,Lake,Addison,44.2498834,-73.2790429,29
USA,44.18,-73.38,2009,8,18,4,,Vermont,Lake Champlain,Addison,946367,Lake Champlain,Lake,Addison,44.2498834,-73.2790429,29
USA,43.85,-73.38,2009,8,19,1.6,,Vermont,Lake Champlain,Addison,946367,Lake Champlain,Lake,Addison,44.2498834,-73.2790429,29
USA,43.95,-73.4,2009,8,19,1.6,,Vermont,Lake Champlain,Addison,946367,Lake Champlain,Lake,Addison,44.2498834,-73.2790429,29
USA,43.95,-73.4,2009,8,19,1.7,,Vermont,Lake Champlain,Addison,946367,Lake Champlain,Lake,Addison,44.2498834,-73.2790429,29
USA,44.24,-73.32,2009,8,24,3.8,,Vermont,Lake Champlain,Addison,946367,Lake Champlain,Lake,Addison,44.2498834,-73.2790429,29
USA,44.12,-73.41,2009,8,24,3.3,,Vermont,Lake Champlain,Addison,946367,Lake Champlain,Lake,Addison,44.2498834,-73.2790429,29
USA,44.18,-73.38,2009,8,24,4.5,,Vermont,Lake Champlain,Addison,946367,Lake Champlain,Lake,Addison,44.2498834,-73.2790429,29
USA,43.85,-73.38,2009,8,25,1,,Vermont,Lake Champlain,Addison,946367,Lake Champlain,Lake,Addison,44.2498834,-73.2790429,29
USA,44.18,-73.38,2009,9,2,4.5,,Vermont,Lake Champlain,Addison,946367,Lake Champlain,Lake,Addison,44.2498834,-73.2790429,29
USA,43.95,-73.4,2009,9,2,1.2,,Vermont,Lake Champlain,Addison,946367,Lake Champlain,Lake,Addison,44.2498834,-73.2790429,29
USA,43.85,-73.38,2009,9,2,2,,Vermont,Lake Champlain,Addison,946367,Lake Champlain,Lake,Addison,44.2498834,-73.2790429,29
USA,43.95,-73.4,2009,9,3,1.6,,Vermont,Lake Champlain,Addison,946367,Lake Champlain,Lake,Addison,44.2498834,-73.2790429,29
USA,43.85,-73.38,2009,9,6,2.5,,Vermont,Lake Champlain,Addison,946367,Lake Champlain,Lake,Addison,44.2498834,-73.2790429,29
USA,44.24,-73.32,2009,9,8,4.4,,Vermont,Lake Champlain,Addison,946367,Lake Champlain,Lake,Addison,44.2498834,-73.2790429,29
USA,44.12,-73.41,2009,9,8,5.1,,Vermont,Lake Champlain,Addison,946367,Lake Champlain,Lake,Addison,44.2498834,-73.2790429,29
USA,43.95,-73.4,2009,9,22,2,,Vermont,Lake Champlain,Addison,946367,Lake Champlain,Lake,Addison,44.2498834,-73.2790429,29
USA,44.24,-73.32,2009,9,24,7.1,,Vermont,Lake Champlain,Addison,946367,Lake Champlain,Lake,Addison,44.2498834,-73.2790429,29
USA,44.12,-73.41,2009,9,24,5.9,,Vermont,Lake Champlain,Addison,946367,Lake Champlain,Lake,Addison,44.2498834,-73.2790429,29
USA,43.95,-73.4,2009,9,24,3.5,,Vermont,Lake Champlain,Addison,946367,Lake Champlain,Lake,Addison,44.2498834,-73.2790429,29
USA,43.95,-73.4,2009,10,14,2.3,,Vermont,Lake Champlain,Addison,946367,Lake Champlain,Lake,Addison,44.2498834,-73.2790429,29
USA,44.11,-73.21,2007,7,3,1.524,,Vermont,Lake Champlain,Addison,946367,Lake Champlain,Lake,Addison,44.2498834,-73.2790429,29
USA,44.51,-73.26,1972-1975,,,2.1336,,Vermont,Lake Champlain,Addison,946367,Lake Champlain,Lake,Addison,44.2498834,-73.2790429,29
USA,44.51,-73.26,1972-1975,,,2.4384,,Vermont,Lake Champlain,Addison,946367,Lake Champlain,Lake,Addison,44.2498834,-73.2790429,29
USA,44.51,-73.26,1972-1975,,,3.6576,,Vermont,Lake Champlain,Addison,946367,Lake Champlain,Lake,Addison,44.2498834,-73.2790429,29
USA,44.51,-73.26,1972-1975,,,3.6576,,Vermont,Lake Champlain,Addison,946367,Lake Champlain,Lake,Addison,44.2498834,-73.2790429,29
USA,44.51,-73.26,1972-1975,,,3.6576,,Vermont,Lake Champlain,Addison,946367,Lake Champlain,Lake,Addison,44.2498834,-73.2790429,29
USA,45.01,-73.17,1995,7,3,2.79,,Vermont,Lake Champlain,Addison,946367,Lake Champlain,Lake,Addison,44.2498834,-73.2790429,29
USA,44.47,-73.23,1995,7,3,3,,Vermont,Lake Champlain,Addison,946367,Lake Champlain,Lake,Addison,44.2498834,-73.2790429,29
USA,44.47,-73.23,1995,7,3,5.5,,Vermont,Lake Champlain,Addison,946367,Lake Champlain,Lake,Addison,44.2498834,-73.2790429,29
USA,44.54,-73.32,1995,7,4,6,,Vermont,Lake Champlain,Addison,946367,Lake Champlain,Lake,Addison,44.2498834,-73.2790429,29
USA,44.54,-73.34,1995,7,5,8,,Vermont,Lake Champlain,Addison,946367,Lake Champlain,Lake,Addison,44.2498834,-73.2790429,29
USA,44.42,-73.23,1995,7,9,7,,Vermont,Lake Champlain,Addison,946367,Lake Champlain,Lake,Addison,44.2498834,-73.2790429,29
USA,44.54,-73.32,1996,7,1,3.79,,Vermont,Lake Champlain,Addison,946367,Lake Champlain,Lake,Addison,44.2498834,-73.2790429,29
