"","lake","month","date","depth","temp","pH","do_mgl","cond","do_sat","tempF"
"2566","Otsego Lake","May","5/27/2009",48,5.02,7.77,10.37,0.297,NA,41.036
"2567","Otsego Lake","Jul","7/13/1995",0.1,22.42,8.4,9.39,0.227,NA,72.356
"2568","Otsego Lake","Apr","4/27/2009",2,8.05,8.5,12.25,0.281,NA,46.49
"2569","Otsego Lake","Apr","4/27/2009",4,6.57,8.56,12.52,0.28,NA,43.826
"2570","Otsego Lake","Apr","4/27/2009",6,6.05,8.57,12.52,0.28,NA,42.89
"2571","Otsego Lake","Apr","4/27/2009",8,5.75,8.57,12.42,0.279,NA,42.35
"2572","Otsego Lake","Apr","4/27/2009",10,5.7,8.56,12.37,0.279,NA,42.26
"2573","Otsego Lake","Apr","4/27/2009",12,5.61,8.55,12.29,0.279,NA,42.098
"2574","Otsego Lake","Apr","4/27/2009",14,5.41,8.51,12.3,0.28,NA,41.738
"2575","Otsego Lake","Apr","4/27/2009",16,5.32,8.51,12.27,0.278,NA,41.576
"2576","Otsego Lake","Apr","4/27/2009",18,5.28,8.49,12.24,0.277,NA,41.504
"2577","Otsego Lake","Apr","4/27/2009",20,5.22,8.48,12.24,0.277,NA,41.396
"2578","Otsego Lake","Apr","4/27/2009",25,4.93,8.44,12.13,0.279,NA,40.874
"2579","Otsego Lake","Apr","4/27/2009",30,4.73,8.4,12.06,0.277,NA,40.514
"2580","Otsego Lake","Apr","4/27/2009",35,4.29,8.35,11.96,0.277,NA,39.722
"2581","Otsego Lake","Apr","4/27/2009",40,4.17,8.31,11.9,0.277,NA,39.506
"2582","Otsego Lake","Apr","4/27/2009",42,4.09,8.29,11.77,0.276,NA,39.362
"2583","Otsego Lake","Apr","4/27/2009",44,3.9,8.27,11.6,0.276,NA,39.02
"2584","Otsego Lake","Apr","4/27/2009",46,3.8,8.25,11.53,0.278,NA,38.84
"2585","Otsego Lake","Apr","4/27/2009",48,3.76,8.25,11.41,0.277,NA,38.768
"2586","Otsego Lake","Jul","7/20/1995",0.1,24.16,8.33,8.64,0.201,NA,75.488
"2587","Otsego Lake","Mar","3/5/2009",2,1.65,7.99,12.5,0.292,NA,34.97
"2588","Otsego Lake","Mar","3/5/2009",4,1.65,7.94,12.46,0.29,NA,34.97
"2589","Otsego Lake","Mar","3/5/2009",6,1.65,7.93,12.44,0.292,NA,34.97
"2590","Otsego Lake","Mar","3/5/2009",8,1.64,7.92,12.43,0.291,NA,34.952
"2591","Otsego Lake","Mar","3/5/2009",10,1.64,7.91,12.43,0.29,NA,34.952
"2592","Otsego Lake","Mar","3/5/2009",12,1.64,7.89,12.17,0.292,NA,34.952
"2593","Otsego Lake","Mar","3/5/2009",14,1.64,7.85,12.09,0.293,NA,34.952
"2594","Otsego Lake","Mar","3/5/2009",16,1.68,7.78,11.61,0.293,NA,35.024
"2595","Otsego Lake","Mar","3/5/2009",18,1.71,7.78,11.65,0.296,NA,35.078
"2596","Otsego Lake","Mar","3/5/2009",20,1.75,7.77,11.61,0.296,NA,35.15
"2597","Otsego Lake","Mar","3/5/2009",25,1.92,7.74,11.32,0.3,NA,35.456
"2598","Otsego Lake","Mar","3/5/2009",30,2,7.72,11.02,0.299,NA,35.6
"2599","Otsego Lake","Mar","3/5/2009",35,2,7.7,10.96,0.304,NA,35.6
"2600","Otsego Lake","Mar","3/5/2009",40,2.07,7.76,10.55,0.307,NA,35.726
"2601","Otsego Lake","Mar","3/5/2009",42,2.11,7.64,10.1,0.307,NA,35.798
"2602","Otsego Lake","Mar","3/5/2009",44,2.15,7.61,9.77,0.309,NA,35.87
"2603","Otsego Lake","Mar","3/5/2009",46,2.08,7.62,10.03,0.318,NA,35.744
"2604","Otsego Lake","Mar","3/5/2009",48,2.05,7.62,10.13,0.324,NA,35.69
"2605","Otsego Lake","Jul","7/27/1995",0.1,24.67,8.5,8.36,0.2,NA,76.406
"2606","Otsego Lake","Jan","1/22/2009",2,0.87,8.15,13.91,0.282,NA,33.566
"2607","Otsego Lake","Jan","1/22/2009",4,0.96,8.14,13.12,0.277,NA,33.728
"2608","Otsego Lake","Jan","1/22/2009",6,1.16,8.09,12.7,0.275,NA,34.088
"2609","Otsego Lake","Jan","1/22/2009",8,1.41,8.05,12.37,0.272,NA,34.538
"2610","Otsego Lake","Jan","1/22/2009",10,1.36,8.02,12.43,0.272,NA,34.448
"2611","Otsego Lake","Jan","1/22/2009",12,1.45,7.96,12.31,NA,NA,34.61
"2612","Otsego Lake","Jan","1/22/2009",14,1.51,7.93,12.2,0.272,NA,34.718
"2613","Otsego Lake","Jan","1/22/2009",16,1.57,7.94,12.14,0.272,NA,34.826
"2614","Otsego Lake","Jan","1/22/2009",18,1.62,7.92,12.05,0.271,NA,34.916
"2615","Otsego Lake","Jan","1/22/2009",20,1.69,7.86,12,0.271,NA,35.042
"2616","Otsego Lake","Jan","1/22/2009",25,1.98,7.83,11.76,0.273,NA,35.564
"2617","Otsego Lake","Jan","1/22/2009",30,2.12,7.83,11.64,0.272,NA,35.816
"2618","Otsego Lake","Jan","1/22/2009",35,2.33,7.78,11.42,0.272,NA,36.194
"2619","Otsego Lake","Jan","1/22/2009",40,2.47,7.69,11.04,0.272,NA,36.446
"2620","Otsego Lake","Jan","1/22/2009",42,2.48,7.64,10.85,0.273,NA,36.464
"2621","Otsego Lake","Jan","1/22/2009",44,2.5,7.63,10.59,0.274,NA,36.5
"2622","Otsego Lake","Jan","1/22/2009",46,2.42,7.57,10.11,0.281,NA,36.356
"2623","Otsego Lake","Jan","1/22/2009",48,2.36,7.57,9.59,0.285,NA,36.248
"2624","Otsego Lake","Aug","8/3/1995",0.1,25.13,8.43,7.97,0.219,NA,77.234
"2625","Otsego Lake","Dec","12/2/2008",2,5.43,7.64,10.23,0.283,NA,41.774
"2626","Otsego Lake","Dec","12/2/2008",4,5.45,7.66,9.81,0.282,NA,41.81
"2627","Otsego Lake","Dec","12/2/2008",6,5.45,7.65,9.8,0.283,NA,41.81
"2628","Otsego Lake","Dec","12/2/2008",8,5.45,7.65,9.63,0.282,NA,41.81
"2629","Otsego Lake","Dec","12/2/2008",10,5.46,7.65,9.69,0.282,NA,41.828
"2630","Otsego Lake","Dec","12/2/2008",12,5.46,7.66,9.92,0.28,NA,41.828
"2631","Otsego Lake","Dec","12/2/2008",14,5.45,7.65,9.9,0.282,NA,41.81
"2632","Otsego Lake","Dec","12/2/2008",16,5.45,7.65,9.89,0.281,NA,41.81
"2633","Otsego Lake","Dec","12/2/2008",18,5.46,7.65,9.87,0.281,NA,41.828
"2634","Otsego Lake","Dec","12/2/2008",20,5.45,7.66,9.85,0.281,NA,41.81
"2635","Otsego Lake","Dec","12/2/2008",25,5.46,7.66,9.83,0.281,NA,41.828
"2636","Otsego Lake","Dec","12/2/2008",30,5.46,7.65,9.82,0.282,NA,41.828
"2637","Otsego Lake","Dec","12/2/2008",35,5.46,7.65,9.8,0.281,NA,41.828
"2638","Otsego Lake","Dec","12/2/2008",40,5.38,7.66,9.81,0.281,NA,41.684
"2639","Otsego Lake","Dec","12/2/2008",42,5.33,7.65,9.75,0.281,NA,41.594
"2640","Otsego Lake","Dec","12/2/2008",44,5.32,7.65,9.68,0.281,NA,41.576
"2641","Otsego Lake","Dec","12/2/2008",46,5.04,7.45,6.81,0.289,NA,41.072
"2642","Otsego Lake","Dec","12/2/2008",48,4.92,7.34,5.07,0.292,NA,40.856
"2643","Otsego Lake","Aug","8/10/1995",0.1,24.03,8.56,8.34,0.219,NA,75.254
"2644","Otsego Lake","Nov","11/6/2008",2,9.53,8,10.22,0.271,NA,49.154
"2645","Otsego Lake","Nov","11/6/2008",4,9.49,8.08,10.13,0.271,NA,49.082
"2646","Otsego Lake","Nov","11/6/2008",6,9.4,8.05,10.05,0.271,NA,48.92
"2647","Otsego Lake","Nov","11/6/2008",8,9.38,8.03,9.98,0.271,NA,48.884
"2648","Otsego Lake","Nov","11/6/2008",10,9.33,8.02,9.92,0.271,NA,48.794
"2649","Otsego Lake","Nov","11/6/2008",12,9.31,8.01,9.9,0.27,NA,48.758
"2650","Otsego Lake","Nov","11/6/2008",14,9.3,8.02,9.87,0.271,NA,48.74
"2651","Otsego Lake","Nov","11/6/2008",16,9.17,7.98,9.71,0.271,NA,48.506
"2652","Otsego Lake","Nov","11/6/2008",18,8.67,7.9,9.01,0.277,NA,47.606
"2653","Otsego Lake","Nov","11/6/2008",20,8.08,7.7,7.77,0.281,NA,46.544
"2654","Otsego Lake","Nov","11/6/2008",25,6.23,7.64,5.14,0.294,NA,43.214
"2655","Otsego Lake","Nov","11/6/2008",30,5.64,7.61,5.39,0.292,NA,42.152
"2656","Otsego Lake","Nov","11/6/2008",35,5.04,7.58,5.99,0.292,NA,41.072
"2657","Otsego Lake","Nov","11/6/2008",40,4.59,7.52,4.87,0.294,NA,40.262
"2658","Otsego Lake","Nov","11/6/2008",42,4.4,7.5,4.61,0.295,NA,39.92
"2659","Otsego Lake","Nov","11/6/2008",44,4.29,7.48,4.12,0.296,NA,39.722
"2660","Otsego Lake","Nov","11/6/2008",46,4.28,7.45,3.68,0.296,NA,39.704
"2661","Otsego Lake","Nov","11/6/2008",48,4.13,7.39,2.16,0.299,NA,39.434
"2662","Otsego Lake","Aug","8/17/1995",0.1,25.12,8.31,8.2,0.216,NA,77.216
"2663","Otsego Lake","Oct","10/23/2008",2,12.49,8.43,9.88,0.266,NA,54.482
"2664","Otsego Lake","Oct","10/23/2008",4,12.48,8.42,9.8,0.265,NA,54.464
"2665","Otsego Lake","Oct","10/23/2008",6,12.43,8.41,9.73,0.265,NA,54.374
"2666","Otsego Lake","Oct","10/23/2008",8,12.29,8.37,9.5,0.265,NA,54.122
"2667","Otsego Lake","Oct","10/23/2008",10,12.27,8.37,9.5,0.265,NA,54.086
"2668","Otsego Lake","Oct","10/23/2008",12,12.26,8.37,9.49,0.265,NA,54.068
"2669","Otsego Lake","Oct","10/23/2008",14,11.58,8.23,8.47,0.271,NA,52.844
"2670","Otsego Lake","Oct","10/23/2008",16,7.85,7.93,4.7,0.296,NA,46.13
"2671","Otsego Lake","Oct","10/23/2008",18,7.32,7.83,4.75,0.294,NA,45.176
"2672","Otsego Lake","Oct","10/23/2008",20,7.03,7.79,4.78,0.294,NA,44.654
"2673","Otsego Lake","Oct","10/23/2008",25,6.02,7.76,5.52,0.292,NA,42.836
"2674","Otsego Lake","Oct","10/23/2008",30,5.27,7.72,6.38,0.291,NA,41.486
"2675","Otsego Lake","Oct","10/23/2008",35,4.7,7.7,6.64,0.292,NA,40.46
"2676","Otsego Lake","Oct","10/23/2008",40,4.21,7.65,5.05,0.294,NA,39.578
"2677","Otsego Lake","Oct","10/23/2008",42,4.12,7.62,3.77,0.296,NA,39.416
"2678","Otsego Lake","Oct","10/23/2008",44,4.07,7.59,2.72,0.297,NA,39.326
"2679","Otsego Lake","Oct","10/23/2008",46,4.07,7.55,1.54,0.298,NA,39.326
"2680","Otsego Lake","Oct","10/23/2008",48,4.04,7.52,0.96,0.3,NA,39.272
"2681","Otsego Lake","Aug","8/25/1995",0.1,22.87,8.44,8.06,0.218,NA,73.166
"2682","Otsego Lake","Oct","10/7/2008",2,15.76,8.41,9.35,0.252,NA,60.368
"2683","Otsego Lake","Oct","10/7/2008",4,15.68,8.47,9.31,0.251,NA,60.224
"2684","Otsego Lake","Oct","10/7/2008",6,15.55,8.39,9.21,0.252,NA,59.99
"2685","Otsego Lake","Oct","10/7/2008",8,15.51,8.33,9.13,0.252,NA,59.918
"2686","Otsego Lake","Oct","10/7/2008",10,15.47,8.3,9.26,0.25,NA,59.846
"2687","Otsego Lake","Oct","10/7/2008",12,11.61,7.66,4.93,0.279,NA,52.898
"2688","Otsego Lake","Oct","10/7/2008",14,8.63,7.64,4.8,0.283,NA,47.534
"2689","Otsego Lake","Oct","10/7/2008",16,7.44,7.61,4.95,0.282,NA,45.392
"2690","Otsego Lake","Oct","10/7/2008",18,6.76,7.55,5.26,0.283,NA,44.168
"2691","Otsego Lake","Oct","10/7/2008",20,6.51,7.53,5.42,0.282,NA,43.718
"2692","Otsego Lake","Oct","10/7/2008",25,5.68,7.59,5.93,0.281,NA,42.224
"2693","Otsego Lake","Oct","10/7/2008",30,5.11,7.57,6.8,0.279,NA,41.198
"2694","Otsego Lake","Oct","10/7/2008",35,4.65,7.52,6.86,0.279,NA,40.37
"2695","Otsego Lake","Oct","10/7/2008",40,4.18,7.43,5.24,0.282,NA,39.524
"2696","Otsego Lake","Oct","10/7/2008",42,4.08,7.39,4.2,0.284,NA,39.344
"2697","Otsego Lake","Oct","10/7/2008",44,4.03,7.34,3.12,0.286,NA,39.254
"2698","Otsego Lake","Oct","10/7/2008",46,3.99,7.21,1.53,0.286,NA,39.182
"2699","Otsego Lake","Oct","10/7/2008",48,3.99,7.24,0.83,0.287,NA,39.182
"2700","Otsego Lake","Aug","8/28/1995",0.1,22.22,8.34,8.1,0.218,NA,71.996
"2701","Otsego Lake","Sep","9/19/2008",2,19.45,8.23,9.05,0.258,NA,67.01
"2702","Otsego Lake","Sep","9/19/2008",4,19.41,8.21,8.96,0.257,NA,66.938
"2703","Otsego Lake","Sep","9/19/2008",6,19.37,8.19,8.91,0.258,NA,66.866
"2704","Otsego Lake","Sep","9/19/2008",8,19.34,8.19,8.88,0.257,NA,66.812
"2705","Otsego Lake","Sep","9/19/2008",10,13.83,7.63,6.18,0.282,NA,56.894
"2706","Otsego Lake","Sep","9/19/2008",12,10.95,7.53,5.05,0.287,NA,51.71
"2707","Otsego Lake","Sep","9/19/2008",14,8.34,7.49,5.43,0.292,NA,47.012
"2708","Otsego Lake","Sep","9/19/2008",16,7.67,7.48,5.45,0.291,NA,45.806
"2709","Otsego Lake","Sep","9/19/2008",18,6.77,7.56,5.88,0.312,NA,44.186
"2710","Otsego Lake","Sep","9/19/2008",20,6.19,7.58,6.13,0.289,NA,43.142
"2711","Otsego Lake","Sep","9/19/2008",25,5.52,7.57,6.88,0.29,NA,41.936
"2712","Otsego Lake","Sep","9/19/2008",30,5.06,7.62,7.36,0.287,NA,41.108
"2713","Otsego Lake","Sep","9/19/2008",35,4.57,7.59,7.73,0.285,NA,40.226
"2714","Otsego Lake","Sep","9/19/2008",40,4.12,7.54,5.71,0.289,NA,39.416
"2715","Otsego Lake","Sep","9/19/2008",42,4.07,7.39,5.31,0.288,NA,39.326
"2716","Otsego Lake","Sep","9/19/2008",44,4.01,7.39,4.55,0.291,NA,39.218
"2717","Otsego Lake","Sep","9/19/2008",46,3.95,7.36,2.34,0.295,NA,39.11
"2718","Otsego Lake","Sep","9/19/2008",48,3.94,7.4,2.09,0.294,NA,39.092
"2719","Otsego Lake","Sep","9/11/1995",0.1,19.73,8.35,8.25,0.221,NA,67.514
"2720","Otsego Lake","Aug","8/28/2008",2,21.89,8.5,9.27,0.269,NA,71.402
"2721","Otsego Lake","Aug","8/28/2008",4,21.73,8.42,9.25,0.269,NA,71.114
"2722","Otsego Lake","Aug","8/28/2008",6,21.59,8.37,9.17,0.269,NA,70.862
"2723","Otsego Lake","Aug","8/28/2008",8,20.34,8.3,8.24,0.279,NA,68.612
"2724","Otsego Lake","Aug","8/28/2008",10,14.48,7.87,7.21,0.298,NA,58.064
"2725","Otsego Lake","Aug","8/28/2008",12,10.12,7.79,6.83,0.304,NA,50.216
"2726","Otsego Lake","Aug","8/28/2008",14,7.53,7.87,6.39,0.34,NA,45.554
"2727","Otsego Lake","Aug","8/28/2008",16,6.86,7.87,6.46,0.303,NA,44.348
"2728","Otsego Lake","Aug","8/28/2008",18,6.36,7.81,6.62,0.303,NA,43.448
"2729","Otsego Lake","Aug","8/28/2008",20,5.98,7.77,7.02,0.303,NA,42.764
"2730","Otsego Lake","Aug","8/28/2008",25,5.24,7.78,7.64,0.301,NA,41.432
"2731","Otsego Lake","Aug","8/28/2008",30,4.66,7.75,8.33,0.299,NA,40.388
"2732","Otsego Lake","Aug","8/28/2008",35,4.36,7.71,8.41,0.3,NA,39.848
"2733","Otsego Lake","Aug","8/28/2008",40,4.05,7.61,6.97,0.301,NA,39.29
"2734","Otsego Lake","Aug","8/28/2008",42,3.97,7.57,6.18,0.303,NA,39.146
"2735","Otsego Lake","Aug","8/28/2008",44,3.93,7.48,5.05,0.304,NA,39.074
"2736","Otsego Lake","Aug","8/28/2008",46,3.88,7.38,2.25,0.306,NA,38.984
"2737","Otsego Lake","Sep","9/24/1995",0.1,16.95,8.26,8.27,0.232,NA,62.51
"2738","Otsego Lake","Aug","8/15/2008",2,22.53,8.42,8.24,0.269,NA,72.554
"2739","Otsego Lake","Aug","8/15/2008",4,22.16,8.39,8.41,0.269,NA,71.888
"2740","Otsego Lake","Aug","8/15/2008",6,21.97,8.33,8.1,0.272,NA,71.546
"2741","Otsego Lake","Aug","8/15/2008",8,21.04,8.25,7.99,0.282,NA,69.872
"2742","Otsego Lake","Aug","8/15/2008",10,13.64,8.03,8.83,0.3,NA,56.552
"2743","Otsego Lake","Aug","8/15/2008",12,10.04,7.92,7.61,0.306,NA,50.072
"2744","Otsego Lake","Aug","8/15/2008",14,7.79,7.93,7.94,0.308,NA,46.022
"2745","Otsego Lake","Aug","8/15/2008",16,6.98,7.95,7.71,0.308,NA,44.564
"2746","Otsego Lake","Aug","8/15/2008",18,6.48,7.95,7.55,0.309,NA,43.664
"2747","Otsego Lake","Aug","8/15/2008",20,6.02,6.39,7.58,0.309,NA,42.836
"2748","Otsego Lake","Aug","8/15/2008",25,5.59,7.7,7.98,0.308,NA,42.062
"2749","Otsego Lake","Aug","8/15/2008",30,5.02,7.84,8.49,0.308,NA,41.036
"2750","Otsego Lake","Aug","8/15/2008",35,4.59,7.88,8.77,0.308,NA,40.262
"2751","Otsego Lake","Aug","8/15/2008",40,4.21,7.59,7.75,0.31,NA,39.578
"2752","Otsego Lake","Aug","8/15/2008",42,4.14,7.72,7.51,0.311,NA,39.452
"2753","Otsego Lake","Aug","8/15/2008",44,4.1,7.74,5.88,0.313,NA,39.38
"2754","Otsego Lake","Aug","8/15/2008",46,4.09,7.73,5.18,0.314,NA,39.362
"2755","Otsego Lake","Aug","8/15/2008",48,4.06,7.66,3.12,0.317,NA,39.308
"2756","Otsego Lake","Oct","10/10/1995",0.1,15.49,8.35,8.62,0.238,NA,59.882
"2757","Otsego Lake","Jul","7/31/2008",2,23.46,8.57,8.75,0.265,NA,74.228
"2758","Otsego Lake","Jul","7/31/2008",4,23.43,8.56,8.68,0.264,NA,74.174
"2759","Otsego Lake","Jul","7/31/2008",6,23.34,8.58,9.25,0.264,NA,74.012
"2760","Otsego Lake","Jul","7/31/2008",8,19.38,8.39,9.6,0.28,NA,66.884
"2761","Otsego Lake","Jul","7/31/2008",10,12.3,8.31,10.95,0.295,NA,54.14
"2762","Otsego Lake","Jul","7/31/2008",12,9.48,8.23,9.86,0.299,NA,49.064
"2763","Otsego Lake","Jul","7/31/2008",14,8.34,8.19,9.55,0.299,NA,47.012
"2764","Otsego Lake","Jul","7/31/2008",16,7.24,8.14,8.94,0.3,NA,45.032
"2765","Otsego Lake","Jul","7/31/2008",18,6.67,8.17,8.84,0.3,NA,44.006
"2766","Otsego Lake","Jul","7/31/2008",20,6.08,8.15,8.85,0.3,NA,42.944
"2767","Otsego Lake","Jul","7/31/2008",25,5.37,8.17,9.23,0.3,NA,41.666
"2768","Otsego Lake","Jul","7/31/2008",30,4.8,8.21,9.79,0.3,NA,40.64
"2769","Otsego Lake","Jul","7/31/2008",35,4.35,6.85,9.55,0.301,NA,39.83
"2770","Otsego Lake","Jul","7/31/2008",40,4.14,7.41,8.41,0.305,NA,39.452
"2771","Otsego Lake","Jul","7/31/2008",42,4.08,7.44,8.58,0.305,NA,39.344
"2772","Otsego Lake","Jul","7/31/2008",44,4.07,7.55,6.96,0.306,NA,39.326
"2773","Otsego Lake","Jul","7/31/2008",46,4.04,7.61,6.5,0.307,NA,39.272
"2774","Otsego Lake","Jul","7/31/2008",48,4.05,7.68,5.46,0.307,NA,39.29
"2775","Otsego Lake","Oct","10/24/1995",0.1,12.97,8.22,9.3,0.211,NA,55.346
"2776","Otsego Lake","Jul","7/17/2008",2,22.74,NA,9.67,0.276,NA,72.932
"2777","Otsego Lake","Jul","7/17/2008",4,22.73,NA,9.32,0.276,NA,72.914
"2778","Otsego Lake","Jul","7/17/2008",6,22.71,NA,9.06,0.276,NA,72.878
"2779","Otsego Lake","Jul","7/17/2008",8,18.65,NA,10.66,0.286,NA,65.57
"2780","Otsego Lake","Jul","7/17/2008",10,11.78,NA,11.79,0.301,NA,53.204
"2781","Otsego Lake","Jul","7/17/2008",12,8.87,NA,11.32,0.305,NA,47.966
"2782","Otsego Lake","Jul","7/17/2008",14,7.54,NA,10.79,0.306,NA,45.572
"2783","Otsego Lake","Jul","7/17/2008",16,7.22,NA,10.15,0.307,NA,44.996
"2784","Otsego Lake","Jul","7/17/2008",18,6.53,NA,9.69,0.307,NA,43.754
"2785","Otsego Lake","Jul","7/17/2008",20,6.22,NA,9.76,0.308,NA,43.196
"2786","Otsego Lake","Jul","7/17/2008",25,5.68,NA,9.8,0.308,NA,42.224
"2787","Otsego Lake","Jul","7/17/2008",30,5.22,NA,9.79,0.308,NA,41.396
"2788","Otsego Lake","Jul","7/17/2008",35,4.53,NA,9.92,0.308,NA,40.154
"2789","Otsego Lake","Jul","7/17/2008",40,4.4,NA,9.79,0.309,NA,39.92
"2790","Otsego Lake","Jul","7/17/2008",42,4.19,NA,9.65,0.31,NA,39.542
"2791","Otsego Lake","Jul","7/17/2008",44,4.11,NA,8.72,0.312,NA,39.398
"2792","Otsego Lake","Jul","7/17/2008",46,4.06,NA,8.09,0.312,NA,39.308
"2793","Otsego Lake","Jul","7/17/2008",48,4.03,NA,7.22,0.314,NA,39.254
"2794","Otsego Lake","Nov","11/6/1995",0.1,10.4,8.03,9.36,0.238,NA,50.72
"2795","Otsego Lake","Jul","7/3/2008",2,21.86,8.42,9.4,0.279,NA,71.348
"2796","Otsego Lake","Jul","7/3/2008",4,21.86,8.43,9.36,0.279,NA,71.348
"2797","Otsego Lake","Jul","7/3/2008",6,21.82,8.44,9.2,0.279,NA,71.276
"2798","Otsego Lake","Jul","7/3/2008",8,21.7,8.52,12.01,0.292,NA,71.06
"2799","Otsego Lake","Jul","7/3/2008",10,15.22,8.43,11.78,0.3,NA,59.396
"2800","Otsego Lake","Jul","7/3/2008",12,11.79,8.32,11.74,0.304,NA,53.222
"2801","Otsego Lake","Jul","7/3/2008",14,9.34,8.23,10.76,0.306,NA,48.812
"2802","Otsego Lake","Jul","7/3/2008",16,8.14,8.19,10.4,0.306,NA,46.652
"2803","Otsego Lake","Jul","7/3/2008",18,6.97,8.2,10.03,0.307,NA,44.546
"2804","Otsego Lake","Jul","7/3/2008",20,6.54,8.22,9.98,0.307,NA,43.772
"2805","Otsego Lake","Jul","7/3/2008",25,6.18,8.23,9.82,0.307,NA,43.124
"2806","Otsego Lake","Jul","7/3/2008",30,5.4,6.53,9.37,0.308,NA,41.72
"2807","Otsego Lake","Jul","7/3/2008",35,4.96,7.33,9.46,0.308,NA,40.928
"2808","Otsego Lake","Jul","7/3/2008",40,4.48,7.83,8.94,0.309,NA,40.064
"2809","Otsego Lake","Jul","7/3/2008",42,4.23,7.86,8.61,0.309,NA,39.614
"2810","Otsego Lake","Jul","7/3/2008",44,4.18,7.87,8.6,0.311,NA,39.524
"2811","Otsego Lake","Jul","7/3/2008",46,4.02,7.82,7.37,0.312,NA,39.236
"2812","Otsego Lake","Jul","7/3/2008",48,4.01,7.85,7.26,0.312,NA,39.218
"2813","Otsego Lake","Nov","11/17/1995",0.1,7.2,7.86,9.49,0.259,NA,44.96
"2814","Otsego Lake","Jun","6/19/2008",2,20.21,8.49,9.67,0.283,NA,68.378
"2815","Otsego Lake","Jun","6/19/2008",4,20.21,8.48,9.68,0.283,NA,68.378
"2816","Otsego Lake","Jun","6/19/2008",6,18.13,8.53,11.38,0.287,NA,64.634
"2817","Otsego Lake","Jun","6/19/2008",8,14.01,8.61,12.53,0.293,NA,57.218
"2818","Otsego Lake","Jun","6/19/2008",10,11.96,8.57,12.36,0.298,NA,53.528
"2819","Otsego Lake","Jun","6/19/2008",12,9.59,8.43,11.64,0.303,NA,49.262
"2820","Otsego Lake","Jun","6/19/2008",14,7.94,8.36,11.63,0.304,NA,46.292
"2821","Otsego Lake","Jun","6/19/2008",16,6.85,8.31,11.26,0.305,NA,44.33
"2822","Otsego Lake","Jun","6/19/2008",18,6.15,8.31,11.15,0.305,NA,43.07
"2823","Otsego Lake","Jun","6/19/2008",20,5.73,8.33,11.11,0.306,NA,42.314
"2824","Otsego Lake","Jun","6/19/2008",25,5.09,8.32,10.97,0.306,NA,41.162
"2825","Otsego Lake","Jun","6/19/2008",30,4.75,8.32,10.94,0.307,NA,40.55
"2826","Otsego Lake","Jun","6/19/2008",35,4.42,8.31,10.69,0.307,NA,39.956
"2827","Otsego Lake","Jun","6/19/2008",40,4.13,6.12,10.63,0.307,NA,39.434
"2828","Otsego Lake","Jun","6/19/2008",42,4.02,7.01,10.23,0.309,NA,39.236
"2829","Otsego Lake","Jun","6/19/2008",44,4.03,7.37,9.56,0.31,NA,39.254
"2830","Otsego Lake","Jun","6/19/2008",46,3.98,7.53,9.19,0.311,NA,39.164
"2831","Otsego Lake","Jun","6/19/2008",48,3.98,7.69,8.69,0.312,NA,39.164
"2832","Otsego Lake","Dec","12/5/1995",0.1,4.99,7.9,10.32,0.262,NA,40.982
"2833","Otsego Lake","Jun","6/5/2008",2,15.51,8.55,10.99,0.292,NA,59.918
"2834","Otsego Lake","Jun","6/5/2008",4,15.46,8.56,10.99,0.292,NA,59.828
"2835","Otsego Lake","Jun","6/5/2008",6,14.57,8.55,11.26,0.293,NA,58.226
"2836","Otsego Lake","Jun","6/5/2008",8,11.91,8.53,11.96,0.296,NA,53.438
"2837","Otsego Lake","Jun","6/5/2008",10,10.66,8.45,11.88,0.297,NA,51.188
"2838","Otsego Lake","Jun","6/5/2008",12,9.02,8.37,11.9,0.299,NA,48.236
"2839","Otsego Lake","Jun","6/5/2008",14,7.66,8.32,11.97,0.3,NA,45.788
"2840","Otsego Lake","Jun","6/5/2008",16,7.04,8.31,11.5,0.301,NA,44.672
"2841","Otsego Lake","Jun","6/5/2008",18,6.3,8.29,11.56,0.301,NA,43.34
"2842","Otsego Lake","Jun","6/5/2008",20,5.82,8.26,11.52,0.302,NA,42.476
"2843","Otsego Lake","Jun","6/5/2008",25,5.3,8.25,11.37,0.302,NA,41.54
"2844","Otsego Lake","Jun","6/5/2008",30,4.79,8.24,11.35,0.303,NA,40.622
"2845","Otsego Lake","Jun","6/5/2008",35,4.3,6.22,11.19,0.303,NA,39.74
"2846","Otsego Lake","Jun","6/5/2008",40,4.03,7.18,11.02,0.304,NA,39.254
"2847","Otsego Lake","Jun","6/5/2008",42,3.98,7.27,10.8,0.305,NA,39.164
"2848","Otsego Lake","Jun","6/5/2008",44,3.97,7.68,10.44,0.305,NA,39.146
"2849","Otsego Lake","Jun","6/5/2008",46,3.95,7.77,10.16,0.306,NA,39.11
"2850","Otsego Lake","Jun","6/5/2008",48,3.96,7.84,10,0.308,NA,39.128
"2851","Otsego Lake","Jan","1/10/1996",0.1,0.83,8.11,14.01,0.252,NA,33.494
"2852","Otsego Lake","May","5/21/2008",2,11.68,8.72,12.4,0.296,NA,53.024
"2853","Otsego Lake","May","5/21/2008",4,11.52,8.72,12.63,0.296,NA,52.736
"2854","Otsego Lake","May","5/21/2008",6,11.31,8.73,12.83,0.296,NA,52.358
"2855","Otsego Lake","May","5/21/2008",8,10.61,8.67,13,0.297,NA,51.098
"2856","Otsego Lake","May","5/21/2008",10,10.09,8.62,12.95,0.298,NA,50.162
